time,utility
271.0,0.2
272.0,0.2
273.0,0.3
274.0,0.3
275.0,0.3
276.0,0.3
277.0,0.3
278.0,0.3
279.0,0.3
280.0,0.3
281.0,0.3
282.0,0.3
283.0,0.3
284.0,0.3
285.0,0.3
286.0,0.3
287.0,0.3
288.0,0.3
289.0,0.3
290.0,0.2
291.0,0.2
292.0,0.2
293.0,0.2
294.0,0.2
295.0,0.2
296.0,0.2
297.0,0.4
298.0,0.4
299.0,0.4
300.0,0.4
301.0,0.4
302.0,0.4
303.0,0.4
304.0,0.3
305.0,0.2
306.0,0.2
307.0,0.2
308.0,0.2
309.0,0.2
310.0,0.2
311.0,0.4
312.0,0.5
313.0,0.5
314.0,0.5
315.0,0.5
316.0,0.6
317.0,0.6
318.0,0.5
319.0,0.4
320.0,0.4
321.0,0.1
322.0,0.1
323.0,0.1
324.0,0.1
325.0,0.1
326.0,0.1
327.0,0.1
328.0,0.1
329.0,0.1
330.0,0.1
331.0,0.1
332.0,0.1
333.0,0.1
334.0,0.1
335.0,0.1
336.0,0.1
337.0,0.3
338.0,0.3
339.0,0.3
340.0,0.2
341.0,0.3
342.0,0.3
343.0,0.3
344.0,0.4
345.0,0.3
346.0,0.2
347.0,0.2
348.0,0.2
349.0,0.2
350.0,0.2
351.0,0.2
352.0,0.3
353.0,0.3
354.0,0.3
355.0,0.3
356.0,0.3
357.0,0.3
358.0,0.4
359.0,0.4
360.0,0.4
361.0,0.4
362.0,0.3
363.0,0.3
364.0,0.3
365.0,0.3
366.0,0.2
367.0,0.2
368.0,0.2
369.0,0.2
370.0,0.1
371.0,0.1
372.0,0.2
373.0,0.1
374.0,0.1
375.0,0.2
376.0,0.2
377.0,0.2
378.0,0.2
379.0,0.3
380.0,0.4
381.0,0.4
382.0,0.4
383.0,0.4
384.0,0.5
385.0,0.5
386.0,0.3
387.0,0.4
388.0,0.3
389.0,0.3
390.0,0.2
391.0,0.5
392.0,0.4
393.0,0.4
394.0,0.4
395.0,0.4
396.0,0.4
397.0,0.4
398.0,0.4
399.0,0.3
400.0,0.3
401.0,0.4
402.0,0.4
403.0,0.4
404.0,0.3
405.0,0.4
406.0,0.4
407.0,0.4
408.0,0.3
409.0,0.3
410.0,0.3
411.0,0.3
412.0,0.3
413.0,0.3
414.0,0.3
415.0,0.4
416.0,0.4
417.0,0.4
418.0,0.5
419.0,0.5
420.0,0.5
