time,utility
271.0,0.2
272.0,0.2
273.0,0.3
274.0,0.3
275.0,0.3
276.0,0.3
277.0,0.3
278.0,0.3
279.0,0.3
280.0,0.3
281.0,0.3
282.0,0.3
283.0,0.3
284.0,0.3
285.0,0.3
286.0,0.3
287.0,0.3
288.0,0.3
289.0,0.3
290.0,0.2
291.0,0.2
292.0,0.2
293.0,0.2
294.0,0.2
295.0,0.2
296.0,0.2
297.0,0.3
298.0,0.4
299.0,0.4
300.0,0.4
301.0,0.4
302.0,0.4
303.0,0.4
304.0,0.3
305.0,0.3
306.0,0.2
307.0,0.2
308.0,0.2
309.0,0.2
310.0,0.2
311.0,0.2
312.0,0.2
313.0,0.2
314.0,0.2
315.0,0.2
316.0,0.2
317.0,0.2
318.0,0.1
319.0,0.1
320.0,0.1
321.0,0.1
322.0,0.1
323.0,0.1
324.0,0.1
325.0,0.1
326.0,0.1
327.0,0.1
328.0,0.1
329.0,0.1
330.0,0.1
331.0,0.1
332.0,0.1
333.0,0.1
334.0,0.3
335.0,0.4
336.0,0.4
337.0,0.3
338.0,0.4
339.0,0.4
340.0,0.5
341.0,0.5
342.0,0.4
343.0,0.3
344.0,0.3
345.0,0.3
346.0,0.3
347.0,0.2
348.0,0.2
349.0,0.2
350.0,0.2
351.0,0.2
352.0,0.3
353.0,0.3
354.0,0.3
355.0,0.3
356.0,0.3
357.0,0.4
358.0,0.4
359.0,0.4
360.0,0.3
361.0,0.3
362.0,0.3
363.0,0.3
364.0,0.3
365.0,0.3
366.0,0.3
367.0,0.3
368.0,0.1
369.0,0.1
370.0,0.1
371.0,0.2
372.0,0.2
373.0,0.1
374.0,0.1
375.0,0.1
376.0,0.1
377.0,0.1
378.0,0.1
379.0,0.1
380.0,0.3
381.0,0.2
382.0,0.2
383.0,0.2
384.0,0.2
385.0,0.2
386.0,0.2
387.0,0.2
388.0,0.2
389.0,0.2
390.0,0.3
391.0,0.5
392.0,0.6
393.0,0.7
394.0,0.5
395.0,0.5
396.0,0.5
397.0,0.5
398.0,0.5
399.0,0.4
400.0,0.4
401.0,0.5
402.0,0.5
403.0,0.5
404.0,0.4
405.0,0.5
406.0,0.5
407.0,0.5
408.0,0.4
409.0,0.3
410.0,0.3
411.0,0.3
412.0,0.2
413.0,0.2
414.0,0.2
415.0,0.2
416.0,0.2
417.0,0.2
418.0,0.2
419.0,0.2
420.0,0.2
